Date,Ticker,Prix_Cloture,Rendement,SMA_50,SMA_200
2019-01-02,AAPL,37.57521438598633,,,
2019-01-03,AAPL,33.83243942260742,-0.09960754780882297,,
2019-01-04,AAPL,35.27671813964844,0.042689168788577536,,
2019-01-07,AAPL,35.198211669921875,-0.0022254470899413237,,
2019-01-08,AAPL,35.86919021606445,0.01906285900075866,,
2019-01-09,AAPL,36.478309631347656,0.016981688507994308,,
2019-01-10,AAPL,36.594905853271484,0.0031963164714088332,,
2019-01-11,AAPL,36.235618591308594,-0.009817958362933532,,
2019-01-14,AAPL,35.69074249267578,-0.015037030408624141,,
2019-01-15,AAPL,36.42121505737305,0.020466723684640975,,
2019-01-16,AAPL,36.866146087646484,0.012216259934561657,,
2019-01-17,AAPL,37.08506393432617,0.005938180957652195,,
2019-01-18,AAPL,37.3134765625,0.006159154223876362,,
2019-01-22,AAPL,36.475948333740234,-0.022445730227171556,,
2019-01-23,AAPL,36.62345886230469,0.004044049169463326,,
2019-01-24,AAPL,36.33317184448242,-0.007926258929110808,,
2019-01-25,AAPL,37.537139892578125,0.03313688255044367,,
2019-01-28,AAPL,37.18974685668945,-0.009254648512988073,,
2019-01-29,AAPL,36.80429458618164,-0.010364476854148874,,
2019-01-30,AAPL,39.31929397583008,0.0683344000456052,,
2019-01-31,AAPL,39.60244369506836,0.007201292053014452,,
2019-02-01,AAPL,39.62147521972656,0.0004805644016501187,,
2019-02-04,AAPL,40.746925354003906,0.028405053775408362,,
2019-02-05,AAPL,41.444087982177734,0.017109576296051143,,
2019-02-06,AAPL,41.45835494995117,0.00034424615109340806,,
2019-02-07,AAPL,40.67315673828125,-0.01893944447670004,,
2019-02-08,AAPL,40.72095489501953,0.0011751769612042828,,
2019-02-11,AAPL,40.48677444458008,-0.005750858520955138,,
2019-02-12,AAPL,40.835655212402344,0.008617153937511723,,
2019-02-13,AAPL,40.665985107421875,-0.004154949984222056,,
2019-02-14,AAPL,40.81416320800781,0.003643784853471832,,
2019-02-15,AAPL,40.72334289550781,-0.002225215595800356,,
2019-02-19,AAPL,40.845218658447266,0.0029927740277160275,,
2019-02-20,AAPL,41.10806655883789,0.006435218344369442,,
2019-02-21,AAPL,40.87628173828125,-0.005638426711820355,,
2019-02-22,AAPL,41.33268737792969,0.011165537085067179,,
2019-02-25,AAPL,41.6337776184082,0.007284555144587257,,
2019-02-26,AAPL,41.657676696777344,0.0005740309848456526,,
2019-02-27,AAPL,41.786705017089844,0.003097347969059472,,
2019-02-28,AAPL,41.375709533691406,-0.009835556147113067,,
2019-03-01,AAPL,41.81060791015625,0.010510958757352862,,
2019-03-04,AAPL,42.020896911621094,0.005029560964928237,,
2019-03-05,AAPL,41.944419860839844,-0.0018199766402439144,,
2019-03-06,AAPL,41.70307540893555,-0.005753910834981446,,
2019-03-07,AAPL,41.220375061035156,-0.011574694268158603,,
2019-03-08,AAPL,41.318355560302734,0.0023769919396050554,,
2019-03-11,AAPL,42.749717712402344,0.0346422826535433,,
2019-03-12,AAPL,43.23002243041992,0.011235272271242103,,
2019-03-13,AAPL,43.42119598388672,0.004422240441223302,,
2019-03-14,AAPL,43.90388107299805,0.011116347170410767,39.449045944213864,
2019-03-15,AAPL,44.47499465942383,0.013008271079183231,39.58704154968262,
2019-03-18,AAPL,44.92901611328125,0.010208465618358753,39.80897308349609,
2019-03-19,AAPL,44.57297134399414,-0.00792460641446946,39.99489814758301,
2019-03-20,AAPL,44.96247482299805,0.008738557633905408,40.19018341064453,
2019-03-21,AAPL,46.61845779418945,0.03683033413330672,40.40516876220703,
2019-03-22,AAPL,45.653072357177734,-0.02070822336666922,40.588664016723634,
2019-03-25,AAPL,45.1010627746582,-0.012091400512998396,40.75878715515137,
2019-03-26,AAPL,44.635101318359375,-0.010331496147373387,40.926776809692385,
2019-03-27,AAPL,45.03655242919922,0.00899406742636244,41.11369300842285,
2019-03-28,AAPL,45.096290588378906,0.0013264372150509907,41.28719451904297,
2019-03-29,AAPL,45.390201568603516,0.006517409223461668,41.45767562866211,
2019-04-01,AAPL,45.69846725463867,0.006791458847549725,41.62994369506836,
2019-04-02,AAPL,46.36277389526367,0.014536737893710683,41.81092964172363,
2019-04-03,AAPL,46.68058395385742,0.0068548542697575154,42.015022354125975,
2019-04-04,AAPL,46.7618293762207,0.0017404542848820093,42.217789764404294,
2019-04-05,AAPL,47.074867248535156,0.006694303377139388,42.43262367248535,
2019-04-08,AAPL,47.815643310546875,0.015736126415412777,42.63819374084473,
2019-04-09,AAPL,47.67226791381836,-0.0029985039790709767,42.847844161987304,
2019-04-10,AAPL,47.93988800048828,0.005613747748559383,43.07055603027344,
2019-04-11,AAPL,47.54084014892578,-0.008323921231489617,43.23498695373535,
2019-04-12,AAPL,47.521724700927734,-0.00040208477465197845,43.39337257385254,
2019-04-15,AAPL,47.60773849487305,0.0018099888942715303,43.553097839355466,
2019-04-16,AAPL,47.61253356933594,0.00010072048399045741,43.69041000366211,
2019-04-17,AAPL,48.53968811035156,0.019472909158792184,43.83232200622559,
2019-04-18,AAPL,48.714115142822266,0.003593493062298947,43.97743721008301,
2019-04-22,AAPL,48.87423324584961,0.003286893389275347,44.14145874023438,
2019-04-23,AAPL,49.57915115356445,0.014423099062627287,44.31862266540527,
2019-04-24,AAPL,49.5026969909668,-0.0015420627586150149,44.49894111633301,
2019-04-25,AAPL,49.0534553527832,-0.009075094196697386,44.66329711914062,
2019-04-26,AAPL,48.81925582885742,-0.004774373634669815,44.82636253356934,
2019-04-29,AAPL,48.89334487915039,0.0015176194113384334,44.98794616699219,
2019-04-30,AAPL,47.951847076416016,-0.019256154494266542,45.13251625061035,
2019-05-01,AAPL,50.30559158325195,0.04908558586043643,45.32172370910644,
2019-05-02,AAPL,49.97821807861328,-0.006507696149381181,45.49912673950195,
2019-05-03,AAPL,50.59951400756836,0.012431334145963646,45.6935913848877,
2019-05-06,AAPL,49.818119049072266,-0.015442736433777138,45.86330001831055,
2019-05-07,AAPL,48.47516632080078,-0.026957114277009087,46.0001277923584,
2019-05-08,AAPL,48.48473358154297,0.0001973641653723046,46.13666893005371,
2019-05-09,AAPL,47.96379089355469,-0.010744468402866358,46.26021064758301,
2019-05-10,AAPL,47.29933166503906,-0.013853350957814148,46.37868309020996,
2019-05-13,AAPL,44.550315856933594,-0.05811954865606239,46.43347724914551,
2019-05-14,AAPL,45.255550384521484,0.015830067958499727,46.49817031860351,
2019-05-15,AAPL,45.797691345214844,0.011979546289614618,46.575235748291014,
2019-05-16,AAPL,45.596187591552734,-0.004399867061926965,46.65309799194336,
2019-05-17,AAPL,45.337127685546875,-0.005681613303430089,46.73543304443359,
2019-05-20,AAPL,43.919437408447266,-0.03126996237901414,46.78745468139648,
2019-05-21,AAPL,44.761417388916016,0.01917101015293987,46.827688674926755,
2019-05-22,AAPL,43.84507369995117,-0.020471730843620528,46.83998970031738,
2019-05-23,AAPL,43.096649169921875,-0.017069751898492802,46.83349876403808,
2019-05-24,AAPL,42.9311408996582,-0.0038403976515924976,46.81404396057129,
2019-05-28,AAPL,42.75362777709961,-0.004134833569261254,46.779616622924806,
2019-05-29,AAPL,42.549739837646484,-0.004768903834690086,46.73203109741211,
2019-05-30,AAPL,42.77042007446289,0.00518640625438449,46.695980072021484,
2019-05-31,AAPL,41.99560546875,-0.018115665087318433,46.636642684936525,
2019-06-03,AAPL,41.571022033691406,-0.010110187252200364,46.535693969726566,
2019-06-04,AAPL,43.09184265136719,0.03658367158842579,46.48446937561035,
2019-06-05,AAPL,43.78749465942383,0.016143473224962346,46.45819801330566,
2019-06-06,AAPL,44.43038558959961,0.01468206699598018,46.45410369873047,
2019-06-07,AAPL,45.61298370361328,0.026616877128577077,46.46563232421875,
2019-06-10,AAPL,46.19589614868164,0.012779528935358497,46.487624435424806,
2019-06-11,AAPL,46.73081970214844,0.011579460472963765,46.5144367980957,
2019-06-12,AAPL,46.58209228515625,-0.003182640876837617,46.532109298706054,
2019-06-13,AAPL,46.57249450683594,-0.0002060400864254408,46.5363037109375,
2019-06-14,AAPL,46.23426818847656,-0.007262362086053353,46.527377395629884,
2019-06-17,AAPL,46.5101318359375,0.0059666489439469395,46.522343444824216,
2019-06-18,AAPL,47.603973388671875,0.023518349863914656,46.532925567626954,
2019-06-19,AAPL,47.46484375,-0.0029226476020378644,46.52590957641601,
2019-06-20,AAPL,47.84626007080078,0.008035764803308476,46.52938941955566,
2019-06-21,AAPL,47.68313980102539,-0.0034092585195585334,46.52425445556641,
2019-06-24,AAPL,47.635154724121094,-0.0010063321564924843,46.526140747070315,
2019-06-25,AAPL,46.91313171386719,-0.015157356251606635,46.5139688873291,
2019-06-26,AAPL,47.927818298339844,0.021629052408213445,46.52037048339844,
2019-06-27,AAPL,47.91341781616211,-0.00030046187556664883,46.52638816833496,
2019-06-28,AAPL,47.47684097290039,-0.009111786701103464,46.505131225585934,
2019-07-01,AAPL,48.34760665893555,0.01834085141705577,46.497801055908205,
2019-07-02,AAPL,48.63066864013672,0.005854725823307261,46.492929763793946,
2019-07-03,AAPL,49.033653259277344,0.008286635376590912,46.4820198059082,
2019-07-05,AAPL,48.990474700927734,-0.0008805902778912245,46.47177536010742,
2019-07-08,AAPL,47.980587005615234,-0.020613960192824465,46.45031799316406,
2019-07-09,AAPL,48.273231506347656,0.00609922718740763,46.43939750671387,
2019-07-10,AAPL,48.7505989074707,0.009888863583956908,46.43654258728027,
2019-07-11,AAPL,48.39557647705078,-0.007282421926626204,46.44541717529297,
